Energy CM (MeV)	Angle CM (deg)
64.8585	161.0224
0.1049	119.4417
86.5978	108.5440
0.9554	146.3192
1.0090	137.3005
0.0985	158.5707
0.9889	140.3684
67.2816	52.6082
0.2221	131.9636
1.0316	134.1737
46.8708	4.1910
0.9859	140.8515
0.9293	152.0836
904.3061	5.3815
560.8538	38.9651
24.1880	10.7667
0.9087	157.8602
0.9130	156.5193
0.9407	149.4089
9.3576	35.6110
20.9297	31.0812
0.3141	128.5637
0.0648	96.7116
0.8914	164.5361
0.9386	149.8889
0.9053	159.0110
1.4048	59.6569
10.0163	25.1036
0.9718	143.2487
1.7379	90.4127
0.9585	145.7208
13.6772	85.6206
0.7505	163.4254
0.8922	164.1307
4.3363	53.3895
871.3100	1.9962
0.9320	151.4260
0.8916	164.4210
0.9778	142.2096
0.2326	143.4546
0.0832	112.4752
0.9028	159.8718
0.9394	149.7073
1.9578	83.9181
1.0486	132.0129
0.1611	138.9025
1.1846	118.5323
0.9984	138.8688
6.1770	158.3768
1.7779	152.2570
0.5349	144.5569
0.9635	144.7593
0.8893	165.5611
92.5539	158.4327
1.7889	88.7662
0.3543	142.4532
1.4207	103.4231
0.8993	161.1629
0.0913	115.5955
4.5311	149.4337
0.8882	166.1426
4.5811	51.8340
0.9640	144.6729
48.4227	19.7913
0.9206	154.3354
0.9025	159.9736
17.0266	15.5011
0.6122	150.6642
1.3887	105.1018
0.1432	157.0500
6.5537	144.5673
7.4754	145.3089
0.8981	161.6404
0.0886	149.6156
0.9627	144.9209
4.8686	50.1702
925.1938	3.7821
1.3859	105.2521
0.9207	154.3126
2.6596	46.0287
1.3189	109.0975
2.0954	80.5222
78.9534	16.5796
1.3994	104.5268
0.9502	147.3720
0.2743	130.6292
0.9056	158.8870
0.1749	105.7930
0.8927	163.8980
0.1452	153.8401
8.3628	37.7455
7.2255	30.7110
3.0664	151.6086
0.9056	158.8829
1.5128	99.0362
1.5128	99.0362
0.9061	158.7238
0.9049	159.1487
0.9757	142.5736
3.4692	147.7110
2.5641	71.4964
2.5779	75.8712
1.5664	96.7472
1.0176	136.0739
13108.0077	11.7328
0.7087	89.4743
0.1199	158.5689
2.3143	137.3237
0.0833	96.7480
1.1170	124.5523
2.6724	58.6123
2.2047	78.1080
45.9923	157.5506
3.0366	168.5537
0.9494	147.5399
0.9967	139.1344
0.9291	152.1297
2.9803	70.5736
0.9156	155.7707
0.9474	147.9549
39.6399	169.2176
0.2210	128.5554
0.9505	147.3024
75.3887	173.0776
653.4666	84.8412
0.9607	145.2931
0.0334	140.6061
0.0779	148.9229
0.8978	161.7429
84.6032	132.2900
1.7363	122.4175
168478.0942	0.5402
0.9178	155.1345
0.4543	122.0304
0.9205	154.3702
0.9549	146.4204
0.8951	162.8706
0.2028	161.6526
2.0393	73.2646
1.1820	118.7484
1.1820	118.7484
18.3991	157.5576
0.6035	124.8209
70.3481	176.2781
1.0349	133.7487
1.5543	164.0809
1.1580	154.0400
2.2275	69.4995
217.5838	127.4176
0.5399	109.8465
0.9019	160.2156
0.0860	114.4825
29.3185	123.5946
27.5171	26.2821
94.9509	11.0012
69.7061	126.8458
69.7061	126.8458
0.9558	146.2486
8.0660	52.3210
0.9446	148.5453
10.1671	155.3421
0.8929	163.8388
0.8959	162.5138
1.1364	64.0216
1.8343	87.3786
35.0397	93.5592
0.8841	168.4809
0.0377	128.2751
1.5395	97.8740
0.9545	146.5038
7.1428	132.0698
6.7118	122.9102
1.0307	134.2920
0.0698	145.8282
1.0415	132.9019
1.1131	124.9272
0.2070	157.3762
0.8963	162.3541
0.8926	163.9599
0.9908	140.0598
0.9135	156.3943
0.8978	161.7433
8.7579	36.8526
0.1911	94.7073
1.0029	138.1974
0.8932	163.7019
19.2714	24.6016
1.1270	123.5831
0.2667	156.6843
0.2667	156.6843
2.4308	73.7449
1.8768	115.6684
6.0991	44.5166
11.0703	161.4446
287.4720	6.2964
0.3320	136.6441
0.8787	172.7541
0.9048	159.1719
0.9015	160.3375
0.9269	152.6929
1.0599	130.6521
0.9097	157.5617
2.3024	157.4847
0.8916	164.4216
0.8916	164.4216
0.9050	159.0896
6.3139	82.7438
0.9312	151.6117
0.9653	144.4248
0.9349	150.7238
0.7129	79.7200
0.9202	154.4504
0.9202	154.4504
0.1352	149.3257
0.9275	152.5424
122.2163	140.8587
129.6492	10.3055
1.9134	41.3542
0.9100	157.4614
0.9148	155.9827
7.5332	6.6890
5.0371	122.3684
0.8605	145.1927
0.0984	128.3151
20.8666	136.0509
21.6392	88.0634
0.8935	163.5791
91.5198	11.2068
0.9882	140.4832
0.4685	151.6677
0.9046	159.2410
0.9311	151.6308
94510.2690	1.7268
0.2034	158.2819
1.2522	113.4469
0.9967	139.1315
5.2931	58.2775
39.4164	17.1281
1.0790	128.4794
0.9119	156.8545
0.9119	156.8545
0.9119	156.8545
4.3986	28.4144
0.1107	153.2324
1323.6800	10.4910
1.0030	138.1832
0.8857	167.5332
2.2366	77.6422
1.1138	124.8668
0.9432	148.8519
0.9255	153.0468
0.9854	140.9242
4.0213	55.6151
56.9073	135.7917
4.1964	138.0472
38.8956	54.1236
0.1428	131.9660
0.8923	164.1067
0.9906	140.0915
5624.7636	0.4893
14.2939	28.6466
0.0492	123.0961
0.9189	154.8218
14.3289	12.3728
53.3479	142.7525
0.9054	158.9633
1.1400	122.3754
0.9407	149.4030
2.8121	160.1794
1.0774	128.6634
1.0436	132.6350
0.8984	161.5078
58.5513	159.5821
0.9200	154.5229
0.1911	142.5436
169.9657	14.2150
3.5516	145.4039
5.8510	107.7625
0.9353	150.6364
0.9589	145.6420
1.2668	172.0269
0.9681	143.9088
0.0937	125.3504
1.2329	114.8180
0.2550	145.8074
0.8875	166.5033
120.4770	9.2362
0.4292	77.7232
0.1765	145.4633
30.1956	152.1841
5.6181	44.6623
0.8851	167.8749
1.5277	98.3821
0.9866	140.7351
72.4194	93.2244
4.6023	149.3397
0.0316	113.9664
0.9277	152.4783
0.9189	154.8127
3.5931	113.8246
4.4310	168.4991
1.3156	109.3007
1.1663	120.0613
1.1900	118.0993
2.2507	26.5478
1.3393	107.8777
0.9645	144.5817
0.9192	154.7250
0.9071	158.4085
0.5688	163.6521
0.9040	159.4436
1.2973	54.3176
1.5670	96.7244
22.1822	5.7657
0.5290	154.0829
29.9023	110.0060
0.9287	152.2228
1.0387	133.2561
3.0292	69.4097
1.1601	120.5865
2.4245	80.1103
0.9417	149.1951
0.9477	147.8974
296.3598	166.0128
3627.7744	25.9295
29.7685	36.5427
0.0721	116.1002
0.0205	136.7825
5.4836	47.9199
0.2166	149.7239
384.5641	11.7535
0.9329	151.2113
0.8987	161.4177
0.0263	132.5166
0.9167	155.4360
0.9486	147.7096
1.0791	128.4728
0.9116	156.9610
0.2855	42.4825
0.0658	145.7482
0.5929	120.1894
1.0146	136.4966
0.6651	102.6641
6.7304	70.1372
0.9880	140.5166
4.3299	111.0197
0.1393	141.5428
1.7505	150.1836
22.9924	74.8910
0.2513	136.6738
1.3340	108.1921
0.9607	145.3022
0.5505	155.6313
0.9244	153.3430
28.5017	8.6913
0.9461	148.2414
0.0644	117.2663
1.0854	127.7886
34033.4262	4.3670
0.7549	163.3557
30.5599	108.5811
0.9464	148.1614
95.9812	56.2260
0.9875	140.5893
115.4310	154.9325
3.3613	61.3620
285.6546	7.2336
14.0601	158.3986
0.9120	156.8232
0.9668	144.1436
0.2458	155.6184
0.9360	150.4683
1.2935	110.6878
1.0477	132.1234
0.8965	162.2769
0.4329	154.2148
0.9060	158.7737
9.8001	155.3165
3.3366	165.5636
1.0168	136.1872
1200.7870	145.9317
1.8703	86.3253
0.9287	152.2372
2107.5020	2.2738
0.0512	92.3729
0.1003	153.0750
1.4648	101.2467
1.4648	101.2467
0.0889	147.9660
1.0184	135.9532
0.5148	142.8972
9890.3744	3.1867
3.4355	145.2536
0.9844	141.0962
0.9844	141.0962
0.9937	139.5968
0.8923	164.1194
183740.6707	2.0150
0.9283	152.3339
1.0717	129.2994
2.1899	62.5592
5.8914	168.3420
10.1247	55.0513
0.1122	152.2233
1.2286	115.1323
1.2286	115.1323
1.1873	151.5945
0.9167	155.4312
0.0194	139.1722
1.7774	161.0022
1.7774	161.0022
0.9700	143.5762
48.5780	15.4153
0.9278	152.4620
1.1150	162.3555
0.9124	156.7213
0.9124	156.7152
29.6849	66.0966
0.8910	164.7313
9.5541	139.7644
0.9843	141.1081
0.3375	68.1489
9.7054	34.9459
206.1047	120.1889
1.8102	88.1079
1.6079	95.0873
1.7953	56.1073
1.2655	112.5342
88.5479	59.7867
2.5764	126.6325
0.9844	141.0916
1.3484	107.3488
0.0453	153.7219
2.4060	162.1529
1.1301	73.5082
0.9029	159.8378
1.1573	128.7717
0.9388	149.8262
1.9842	155.8897
0.0708	155.7415
2.0323	82.0279
95.8500	13.2643
0.9224	153.8697
4.5009	49.6469
1.0581	130.8742
31.5818	19.1555
1.0005	138.5492
0.9388	149.8311
1.1399	156.6224
3.0418	22.6237
0.9578	145.8445
0.2925	123.7321
87.0297	11.4941
31.0801	37.7922
0.9727	143.0968
17.0807	153.7317
2.6964	48.6660
46.2078	15.8088
0.8920	164.2264
2.3066	77.8524
8.8181	36.7220
1.2279	115.1882
0.9788	142.0329
1470.0432	1.5610
0.0479	142.6196
80.8461	27.8929
1.8135	88.0064
1.0171	136.1401
1.6303	94.2248
9527.2892	15.4845
2.7741	58.5211
13.1065	35.5814
20661.0342	4.5884
1.0258	134.9424
38.1322	14.0619
0.9651	144.4667
0.1894	165.4879
1.1423	122.1644
0.1503	145.8409
0.8992	161.2258
0.0671	136.5359
1.1717	119.5962
0.9245	153.3008
1.9625	113.2410
0.2229	137.6924
1.3941	104.8106
0.9226	153.8186
0.9566	146.0894
0.9324	151.3250
1.2628	112.7178
1.8705	80.7813
2045.0117	2.3096
1.0793	128.4539
1.3776	105.7008
0.9632	144.8170
1.7998	88.4277
2.2322	22.4784
0.0732	137.7146
0.0732	137.7146
1350.4173	27.8016
0.9343	150.8726
0.9033	159.6783
0.9048	159.1863
6.4506	43.2236
0.1904	123.9231
1.8419	29.4921
92.9346	18.5136
1.7604	89.6761
0.9925	139.7905
0.9515	147.1136
0.9515	147.1136
1.3978	156.5649
0.8373	117.8320
8.6461	166.5494
0.8982	161.5827
127.7840	86.2880
0.9247	153.2664
1.1867	118.3652
0.7757	148.7248
0.7281	83.7353
0.1657	158.3635
0.0228	145.6866
43.6092	67.4258
559100.2719	4.0593
485.9312	9.8905
1.3917	158.5053
4.8053	119.6888
4.8053	119.6888
2.8346	67.5115
1852.4340	43.1814
881.8127	15.8044
0.9645	144.5858
3.7920	62.6136
71.3997	11.9633
0.9272	152.6101
12.1277	140.5542
551.9063	160.7397
1.5665	171.2726
0.8361	134.4541
0.8862	167.2422
0.0614	142.8442
6.2743	43.8577
0.1353	130.8111
6.3834	43.4623
12.3865	30.8251
352.4232	172.3190
0.9598	145.4619
0.0805	125.5527
1.3263	52.3112
1.2319	114.8915
1.2431	114.0866
0.9089	157.8226
0.0806	144.2378
0.6849	103.4183
0.9714	143.3304
0.0431	156.5009
25.1729	31.1897
4.0223	78.4093
2.0771	50.1239
233.4775	142.3415
5.9671	54.5096
0.9226	153.7962
0.2022	149.2580
224427.9115	0.2455
0.9352	150.6538
6.7258	143.6431
1.0397	133.1279
0.9164	155.5393
1.0601	114.9807
0.0364	162.9158
1.0205	135.6702
1.8516	86.8686
0.9456	148.3486
0.9700	143.5743
0.9126	156.6635
2.1804	78.6255
0.7363	141.7893
3.8577	56.8872
61.5005	13.2716
0.9871	140.6537
1.7308	156.1203
56.6330	20.3195
3.0329	59.0891
1.6644	161.2814
3.2399	143.3777
0.0706	151.3613
40.3791	13.9338
0.9433	148.8289
1.2150	160.3910
154462.6397	0.7560
0.9107	157.2305
0.9065	158.6013
0.8976	161.8503
0.6134	46.3758
687.8364	22.2526
8.6289	164.7384
0.7532	66.3539
0.8972	161.9939
0.9865	140.7587
1.8715	86.2916
0.4107	71.6410
0.5780	58.5735
0.1660	64.8442
0.8935	163.5548
1.2332	114.7998
6.1233	44.4241
0.9255	153.0496
0.8514	33.4651
2.7709	26.6161
0.9159	155.6618
0.9699	143.5944
0.5542	63.3983
2.8291	61.4121
3462.5416	3.0585
0.0617	128.5982
0.9334	151.0998
0.9868	140.7028
1.0394	133.1706
1.0307	134.2930
0.8933	163.6274
1.0767	128.7377
489.4993	3.2576
0.9230	153.7013
7.5554	119.6534
114.4975	30.1862
4.6189	47.2571
0.9179	155.0883
0.1172	152.1515
0.6637	161.3562
1271.2186	4.4762
1.0119	136.8779
0.1176	84.1480
0.0265	145.3867
0.9163	155.5427
0.1477	102.7680
0.7201	132.9431
3325.6631	13.8248
1.3033	110.0630
72.2499	139.2561
62.2320	31.3740
0.0285	123.3150
1.0980	126.4622
0.9124	156.6978
0.8016	158.9192
0.8935	163.5758
0.8933	163.6646
1.2695	112.2607
55.5775	50.2606
45.9717	15.8497
0.9754	142.6118
7026.2978	1.4631
0.0265	121.1037
1.0417	132.8687
1.3509	118.7972
6615.4636	1.2492
51406.2886	160.9303
48.6524	21.1113
0.7212	42.9322
1.7102	87.9149
1.7102	87.9149
1.7858	88.8648
1.0408	132.9930
0.0376	148.3200
1.0917	82.2786
1.0917	82.2786
0.9098	157.5131
0.9389	149.8065
0.9901	140.1654
0.7147	119.0952
0.1002	143.8748
0.6453	166.8271
0.9159	155.6781
0.9754	142.6119
19.1831	16.1802
0.8989	161.3193
0.9791	141.9836
1.2172	167.4016
0.9617	145.1073
0.9175	155.2135
0.8932	163.7041
0.9253	153.0949
1.8510	86.8860
0.9639	144.6925
87.5566	13.7187
0.9957	139.2828
0.8998	160.9669
7.2718	155.6619
298.4784	130.8287
19.6709	24.3464
0.9192	154.7285
18.0058	47.0370
5.8892	39.1678
29.5707	14.7823
0.1308	149.4727
0.1881	90.9775
0.0561	108.9293
0.0561	108.9293
0.9690	143.7472
24860.8228	87.7225
0.9231	153.6636
0.9369	150.2795
0.9579	145.8397
0.0843	76.6080
1.1671	119.9896
0.4694	70.9512
0.9205	154.3683
0.8936	163.5287
0.0392	121.2165
0.9592	145.5879
0.4355	161.8435
0.2998	128.9699
538.5571	2.9589
2.1565	79.1451
4.4903	52.3951
5.2865	57.3732
0.9354	150.6105
127.8521	148.0609
0.0747	159.3140
0.9139	156.2490
0.7123	54.7899
11.2126	65.9966
17.0010	27.5289
33.8513	154.6887
1.0278	134.6841
0.5290	153.8758
0.8940	163.3293
1.1211	124.1521
0.9391	149.7662
0.9864	140.7633
0.6063	53.8329
0.0273	118.6994
1.4076	157.8769
0.3084	148.2779
0.3900	63.6450
3.2911	62.0854
1.5032	99.4658
3.3207	128.7517
0.9285	152.2801
8.4591	119.5168
0.5892	160.5367
0.9261	152.9031
0.1963	144.8612
100.3557	139.7886
2.0216	164.5241
3.9346	106.0569
1.0064	137.6812
0.0254	146.9590
0.9108	157.2217
0.9437	148.7589
0.0886	146.6114
0.5952	144.0063
0.3365	85.0030
0.9301	151.8883
3.7384	75.0482
162.0535	158.3832
0.1993	154.9926
9.5773	35.1865
0.9156	155.7542
19.4860	6.5719
0.0415	159.0110
0.0623	145.0645
0.3534	101.9460
1.1891	118.1702
6.5581	44.2231
0.9793	141.9552
26.8095	62.8050
0.9037	159.5538
0.1583	136.2374
7.3209	164.1296
0.9302	151.8577
151.8032	106.8652
0.9150	155.9445
0.2193	147.2136
1.5297	98.2964
256967.8333	6.5738
1.2394	114.3509
0.0832	130.7451
5.8972	56.4362
497.9756	18.4092
17.8328	85.8102
0.9166	155.4716
1.0450	132.4631
38.2034	23.2783
0.9040	159.4563
22.0337	22.9842
0.2247	132.4480
6.2711	130.4030
3.3742	61.2323
0.9596	145.4970
0.9596	145.4970
1.4294	102.9781
0.9420	149.1178
1782.7091	34.0889
0.1125	137.7102
0.8965	162.2827
0.1432	143.9769
0.9186	154.9021
1.7828	88.9592
5524.9793	8.9261
0.9334	151.0895
12.1756	111.1399
0.9482	147.7978
0.1432	152.5066
0.9217	154.0488
0.9207	154.3130
0.8956	162.6682
409.7269	26.5089
1.0468	132.2407
0.9002	160.8241
5.6387	149.2827
1.6384	93.9225
2.6255	133.6759
0.9104	157.3240
13.1589	143.1774
0.9206	154.3562
2.6814	59.5962
20.0749	133.2793
0.5559	105.4298
23.5180	149.2582
2650579.7744	2.4046
0.0849	140.2247
0.0836	146.7653
766.7434	3.8273
0.0624	153.5123
1.0970	126.5560
0.9771	142.3180
0.9553	146.3347
19.0364	45.5110
1.1434	122.0721
0.1082	152.9018
25.5018	22.8397
399.6933	5.3298
0.9457	148.3164
0.9203	154.4240
0.3846	73.7210
54.5222	73.8249
1.5458	97.6077
4.9472	49.7428
0.9008	160.5849
0.0923	145.1583
0.0241	151.3155
0.6720	58.5605
0.9371	150.2214
0.4588	157.4790
1.0597	130.6792
260.1993	6.6213
2.9327	55.7875
0.9546	146.4927
1.3155	109.3086
0.0561	124.5653
1.2081	116.6761
0.3592	138.4467
1060.6009	21.9895
0.9000	160.8873
0.9246	153.2858
0.9038	159.5241
2.9295	160.5014
11.2391	172.4157
0.0731	118.9490
0.9341	150.9217
4.4483	52.6605
11.9692	125.9858
17.4389	23.5511
0.8993	161.1746
0.9732	143.0001
1.3490	106.2795
0.9192	154.7479
1.0281	134.6376
1.2449	113.9575
112.1885	145.9191
0.1508	88.3842
0.9411	149.3210
0.9790	142.0046
0.9052	159.0315
0.8919	164.2645
498.1176	4.7670
0.8900	165.2147
1.1828	118.6807
0.9072	158.3677
301.6225	29.0191
0.9469	148.0620
0.9305	151.7944
69.0895	16.3408
0.9957	139.2860
10057.2839	3.7462
5.9484	137.9877
1.6732	92.6455
29.9999	19.6594
1.0823	128.1184
0.0738	139.2544
0.9231	153.6799
24.9115	155.1664
0.9440	148.6915
0.9914	139.9586
1.3468	107.4418
1.3468	107.4418
0.0935	128.9892
66.1782	15.4944
1.7575	160.0505
0.0554	134.4185
1.0567	131.0309
2.4584	73.2620
0.8945	163.1235
14.2055	28.7376
1.0324	134.0661
1.6196	45.0201
0.9337	151.0145
1.0890	154.4578
0.2713	157.5723
0.9067	158.5158
0.3756	157.8049
0.1301	147.2539
0.9057	158.8722
1.2127	155.8583
4977.2390	50.9590
1.1838	118.6029
0.8686	127.8412
1.0330	133.9882
65.6609	27.2678
1.6103	94.9937
1.1497	121.5062
1.0437	116.2543
0.5400	167.5761
168.4273	139.3018
0.0981	92.0172
4.8507	133.5112
1.0297	140.1056
0.8856	130.0036
0.9196	154.6138
7.8029	20.8534
1.0165	136.2306
0.9057	158.8529
1.4920	150.2366
3.4189	69.0605
1.0239	135.1996
0.1637	153.0909
2.8615	67.1511
107.5288	6.2872
11.5460	31.9569
521.6623	45.1501
1.0575	57.4930
0.9304	151.8245
1.9593	83.8804
0.9109	157.1694
1.8285	87.5515
0.1140	149.3409
3.7964	169.8618
0.9530	146.8019
3.2258	66.1617
0.8980	161.6810
1.4159	117.0617
0.9448	148.5091
5.5814	42.0816
0.9580	145.8119
0.9060	158.7482
468.1639	11.7852
0.5317	109.0568
0.9588	145.6592
5.4868	23.9840
0.8973	161.9697
0.9375	150.1379
0.2006	153.1328
1626.1609	38.7691
0.2782	150.8043
4.6098	154.7990
4.6098	154.7990
0.8886	165.8998
0.9080	158.0856
210.5573	20.6045
1.6854	123.2382
2.2190	163.1881
1.7333	90.5657
8.3458	162.4427
0.9101	157.4400
2.6331	145.2401
1.2663	167.6527
11.7800	31.6293
19.7222	167.2670
1.2055	116.8741
0.0491	116.7405
0.0408	117.6762
1.2371	114.5161
0.9790	141.9944
0.1900	137.0190
0.9335	151.0608
1.1012	126.1324
0.9232	153.6596
1.1208	124.1810
0.8653	93.5577
2.4034	159.9499
18.3870	165.5331
22.8303	156.8404
1.9089	41.1723
1.9915	83.0474
6.0950	49.3365
0.9476	147.9140
2.5127	34.6728
2.3361	75.4804
0.9181	155.0431
0.9834	141.2665
6.0547	121.0152
0.1438	151.0841
0.9380	150.0113
2.2595	62.4599
0.9002	160.8337
1.1932	117.8425
0.0103	149.7385
0.0103	149.7385
0.9014	160.3717
1.2235	115.5081
453.0544	6.8967
0.8920	164.2302
12.0716	98.5524
0.9023	115.4669
1.0488	131.9953
0.8941	163.2926
0.9327	151.2575
401.5397	23.4058
1.1167	124.5802
0.3502	147.3543
0.1519	118.1230
1.2721	56.8526
0.9227	153.7922
0.1525	86.0916
0.9262	152.8736
0.9227	153.7717
0.0500	136.6888
0.6667	64.3303
0.9385	149.8983
0.9542	146.5634
1.0502	71.7840
0.0512	107.3143
0.1020	149.2419
0.1020	149.2419
31.9516	12.3723
2.7024	71.0550
8.9676	159.5338
0.9588	145.6654
0.0483	110.9271
0.3042	160.5616
22.9876	66.9734
0.0830	150.0986
13.7229	91.8549
0.9134	156.4183
1.0364	133.5524
0.9205	154.3881
0.8974	161.9230
1.0002	138.5953
1.0969	126.5692
7.9428	128.7175
1.0305	134.3240
35.0022	18.1860
0.0626	132.6393
1.1909	118.0268
0.9383	149.9438
147.8972	148.4949
64.2451	155.5278
0.2144	154.5218
7.1710	155.0306
0.2883	133.7223
0.0555	123.7405
0.9505	147.3077
140.1157	150.2742
1.1142	124.8202
5.7984	56.5340
0.0441	133.7308
6084.5366	4.1725
0.9307	151.7352
1.7234	41.6340
0.9560	146.2033
5.6261	149.7836
0.8964	162.3234
0.9193	154.7156
0.2475	148.1345
1.0520	131.6042
14.7697	159.3604
0.0347	123.3535
0.9186	154.9143
69.4031	166.8117
894321.9692	3.5947
0.0483	132.3720
0.8936	163.5346
0.9197	154.6000
0.9298	151.9709
0.4978	138.4102
0.9912	140.0045
0.9665	144.2032
0.9684	143.8544
0.9762	142.4821
17.6945	143.1449
0.9689	143.7663
204963.0122	2.1059
0.0792	125.4296
11.4661	67.2919
39.7383	161.9889
0.8951	162.8712
0.9644	144.5942
0.8903	165.0644
0.9995	138.7064
0.9002	160.8332
4.3724	150.5851
0.8915	164.4718
0.8934	163.6096
4.6836	35.4112
0.0873	149.2941
0.9806	141.7231
0.9609	145.2466
0.9225	144.8069
1.0267	100.1483
1.4512	101.8988
0.9023	160.0645
1.0477	132.1307
1.1408	122.3030
0.8022	138.4328
0.9037	159.5538
0.7169	84.8659
1.7159	91.1540
0.8400	77.1740
0.9719	143.2283
1.0153	136.3978
3.3498	63.8738
0.9984	138.8722
1.4303	102.9348
1.9410	84.3651
0.8833	169.0389
0.0482	83.9703
1183.5149	141.5154
0.8937	163.4637
2.7436	52.5854
0.9551	146.3802
1.2263	115.3047
1.0417	132.8699
0.9136	156.3572
0.9476	147.9079
0.0899	131.3844
1.2880	111.0426
0.0509	139.4175
0.0509	139.4175
5.8235	160.9031
1.0606	130.5780
0.8888	165.8288
1.7216	90.9583
6.0627	158.0556
1.2605	150.4258
0.2724	138.1235
0.9341	150.9329
2.1124	64.5588
2526.8316	42.9306
0.9226	153.8177
0.5562	140.7421
82.7128	20.0110
0.8983	161.5559
0.5352	131.5976
2.8364	67.4866
0.9220	153.9724
0.9822	141.4542
1571140241.1804	0.2022
1.0685	129.6623
4.8122	45.0128
17.6155	140.4540
1.0860	127.0436
0.9591	145.6080
0.0564	152.7094
10.9526	115.3201
1.7039	91.5651
1.1022	126.0255
8168.0508	161.6754
0.1794	138.8280
6696.6568	1.6663
1.9728	63.7163
3.7859	55.6225
0.9038	159.5134
29.6765	6.4831
1.5178	157.6451
7.6738	39.4712
0.0724	115.3086
0.4071	166.3074
0.9779	142.1950
1.5338	98.1208
0.2030	164.5968
1.2170	115.9986
0.1154	147.8539
1.1843	118.5578
0.8945	163.1307
1.0787	128.5206
14.4276	148.7752
0.9137	156.3167
1.2881	111.0344
0.9050	159.1089
1.0326	134.0460
1.0946	126.8118
0.9060	158.7546
0.9999	138.6421
0.8931	163.7358
1.3797	105.5898
0.0824	159.8424
0.0282	117.5912
0.8971	162.0296
1.9687	67.3025
24.6309	14.0120
0.9740	142.8598
1.7038	91.5692
1.7038	91.5692
1.3346	41.2544
10.3334	10.4398
0.0910	158.4661
1.8700	91.7286
2039349.9531	5.5574
0.9126	156.6541
0.0322	154.7441
5.4804	47.1061
0.9631	144.8360
0.7649	157.1324
34.3972	113.2313
2.2582	77.0043
0.5211	107.8015
1.3173	109.1979
0.9183	154.9884
1.0396	133.1386
0.1800	107.0879
0.9834	141.2673
2.0114	141.6137
0.0867	139.1238
6.1836	35.9399
0.9883	140.4683
0.0514	158.0474
3.5118	150.6341
0.8855	167.6404
73.1265	12.5462
1.0218	135.4933
14.1627	41.6988
14.1627	41.6988
2.9955	14.0515
1.4408	102.4100
0.3140	141.0661
0.5091	52.3693
0.8959	162.5102
48.0181	87.7949
0.5185	156.2172
0.8882	166.1382
5.1330	48.7742
2.1371	63.7068
0.9075	158.2525
0.9006	160.6946
0.8932	163.7133
0.9834	141.2616
1.1935	160.9438
0.8216	71.9239
0.1575	55.0332
0.9434	148.8040
0.9887	140.3891
0.9392	150.4786
23.4803	154.5769
39.5128	14.0231
1.5450	58.4093
0.9249	153.2142
1.6722	145.6503
0.0553	148.4595
1.7537	89.8928
0.9109	157.1616
2.9022	161.3756
175.0040	8.0870
2138.3854	2.2862
58.4967	110.9890
576.0793	2.0212
0.9032	159.7247
0.9345	150.8327
1.1011	126.1425
0.9295	152.0280
0.9021	160.1358
0.9141	156.1955
97.6772	10.8456
0.9379	150.0489
2.0183	64.4042
0.9264	152.8186
0.6659	154.9279
1.0128	136.7514
0.8972	161.9769
2.1958	78.2964
0.2859	141.6551
2.4516	73.3805
0.8729	64.4581
5.0615	16.9572
0.1447	160.9647
142.6127	16.8848
20.8956	168.6554
0.9344	150.8626
0.9206	154.3372
0.2260	69.1822
1.0145	136.4992
2.6436	44.7855
0.8810	170.7339
1.3031	110.0786
0.9056	158.9039
21.8940	23.0585
0.8993	161.1769
0.8880	166.2247
0.9051	159.0849
0.9031	159.7537
228060.5377	4.8421
0.4943	147.9510
37605.1111	36.6065
2.4221	50.5321
0.9005	160.7145
1727.7888	3.2680
3.8936	168.0664
1.4746	100.7817
8.5961	153.9378
0.9083	158.0158
2.1422	79.4614
0.0691	99.9871
0.9030	159.7986
3.3246	141.1063
0.9739	142.8725
0.9052	159.0366
0.1458	136.2895
0.2202	68.2512
23.4694	38.9730
28.8911	159.0988
60.2521	7.1990
594.1290	4.3586
0.8965	162.2677
868.9141	40.8452
1.0134	136.6598
48.8387	15.3738
1.5714	96.5423
0.8957	162.6330
270.4382	18.1933
1.1125	124.9896
2.3812	54.7960
0.2172	149.3918
0.8958	162.5726
4.6025	51.7043
0.9411	149.3098
1.0119	136.8737
0.0164	142.8705
0.9395	149.6752
0.8793	172.1925
0.2374	157.0827
1.5893	95.8179
0.9186	154.8950
1.0424	132.7844
1.3681	106.2276
1251.1667	31.8102
2.0899	52.1731
2.5490	22.9666
0.0427	120.8267
0.9279	152.4268
1.1980	46.1244
1.1755	119.2862
1.2659	112.5022
0.9368	150.2866
1306.5764	129.0195
1306.5764	129.0195
0.3586	124.5870
0.9921	139.8615
0.0835	139.9674
0.0712	100.8608
0.0714	129.7380
49.6113	15.2527
3.8137	57.2449
20.1242	140.9760
187402.5593	5.0773
0.1946	136.0043
2235.0217	41.5669
0.9539	146.6266
112.3924	146.9376
0.2865	132.1481
0.8957	162.5944
2779.3703	1.1218
0.9262	152.8717
51126.7037	1.1249
1.1087	141.9281
0.3017	144.5501
2882.9505	4.2796
1.0645	130.1242
92.5913	161.5761
51.5041	13.4967
0.9153	155.8423
25.1855	43.0170
2.5025	112.1507
0.7970	109.5095
0.8917	164.3748
11.3234	32.2780
1.4270	121.0250
0.9052	159.0504
1.9496	136.1715
0.9016	160.3130
0.4869	155.0324
1.1969	117.5507
0.0402	110.9298
