Energy CM (MeV)	Angle CM (deg)
351.9662	63.4874
2.4420	69.7134
0.0287	136.3821
3.4904	157.2065
3.0934	96.2795
10.8601	46.0012
0.9027	159.9126
3.6812	150.7433
0.9267	152.7423
26.1115	68.5692
0.9084	157.9707
417.7491	13.3753
2.6671	60.5217
1.1193	124.3291
0.9319	151.4404
6266.1973	158.1107
0.3446	154.0520
0.0629	145.4816
39.1324	169.1222
0.9138	156.2941
19.3794	164.7751
1.2150	116.1504
0.9392	149.7504
204.2526	6.9428
1.6856	92.2038
96.7100	26.4607
0.5739	175.0753
1.0085	137.3608
0.9486	147.7118
1.0264	134.8696
0.9476	147.9056
1.8637	86.5138
3.7441	54.4617
388.0451	157.1128
0.9480	147.8414
2.5120	63.6726
0.0254	94.7569
0.9260	152.9138
20.4851	46.3137
0.9085	157.9493
2.4621	73.1985
1.0043	137.9861
187.0675	11.7508
0.9552	146.3621
0.9177	155.1694
2.4323	79.7841
1.9201	84.9291
657.0303	12.0537
17.7117	13.2366
1.2875	52.3929
0.9714	143.3245
10373.1114	23.3797
0.8925	163.9895
2612.3951	4.5568
1.0035	138.0995
0.9345	150.8375
9.5893	99.4531
0.9140	156.2214
0.9335	151.0640
0.9397	149.6417
1.0072	137.5558
0.2157	159.0713
0.8913	164.5467
0.6153	98.1890
0.0499	96.9517
3.0009	164.1702
1.0116	136.9215
2.5798	137.9389
3.3751	52.7125
0.9282	152.3528
0.5135	152.0080
2.6224	70.5775
0.8587	124.3533
0.0498	127.1327
31.6652	19.1300
1.7500	164.1718
415.1172	75.5311
0.8915	164.4889
1.1126	124.9789
10.6075	29.3711
0.4855	134.0446
1.2182	115.9102
3.4047	123.3236
0.9171	155.3155
0.7737	87.8429
0.0476	150.4433
0.8981	161.6472
0.8616	65.5524
223.4247	143.5847
1.6373	143.6629
1.6373	143.6629
0.9277	152.4939
3310.8560	16.4397
0.8920	164.2454
0.9001	160.8669
0.9220	153.9733
1.2123	116.3500
0.9502	147.3730
5.3305	157.1636
0.0372	111.8832
5.5870	46.6277
4.0536	55.3739
1.0057	137.7753
0.9245	153.3076
1.1370	122.6556
0.9594	145.5413
14.6325	141.5226
2.5445	68.0024
2.8600	117.4330
1.2332	114.7957
0.9620	145.0461
6410.6196	1.2700
10967.0024	47.7613
0.9283	152.3322
0.9017	160.2830
0.9396	149.6534
3750.4625	7.1959
0.9225	153.8249
2.0169	82.4075
0.9375	156.8108
0.8922	164.1647
6.2075	161.9837
0.9275	152.5328
3.0179	146.3170
0.8888	165.8098
4.7476	159.5314
0.9252	153.1250
1.9421	84.3344
0.0890	125.7800
223.9646	137.3905
0.8924	164.0641
7.3025	164.3005
15.9741	165.6948
4500.5282	19.0886
2.5925	126.2267
0.4398	163.0719
1.0140	136.5745
1.7553	118.8720
0.9095	157.6263
3.9139	56.4409
1.0941	126.8589
0.9467	148.1108
1.7483	90.0684
1.2764	88.9940
1.0123	136.8180
6.4745	61.3731
1238.2170	2.0052
0.8868	166.8580
36.3349	154.4189
0.6896	61.1169
10.2812	34.7161
7.4654	40.0419
0.9526	146.8879
0.0519	143.3261
22.4237	152.1444
1.9398	84.3983
0.3548	55.0990
1.6969	78.3294
8.2661	116.6218
1.2953	156.7271
162.9238	33.5991
0.9777	142.2220
1.1562	42.5504
0.1908	157.1686
0.9199	154.5348
0.4855	133.7911
0.0690	126.6701
0.3178	135.3370
0.9720	143.2184
0.8971	162.0423
1.0855	127.7798
0.9756	142.5799
0.9665	144.2111
1.2138	116.2419
0.0806	125.1660
0.9156	155.7592
0.0498	133.4138
916.5193	161.4769
1.1680	119.9124
4692.1657	13.2903
0.9043	159.3403
0.9867	140.7125
0.1170	161.3991
0.9251	153.1418
0.9992	138.7532
1.7361	90.4718
0.3642	50.2708
0.9093	157.6731
1.2502	113.5860
0.0897	120.3319
0.0998	112.9466
1838.8942	2.4405
0.9462	148.2183
1.0222	135.4377
0.5313	161.1411
0.9090	157.7745
0.0376	152.1253
0.1348	133.0995
0.8176	151.9791
0.8947	163.0339
2985.7346	0.8823
2.9885	141.9144
1.6920	91.9773
1.2968	110.4752
0.8966	162.2349
0.8887	165.8474
1.0457	132.3779
1.0717	129.2975
0.8856	167.5585
136.5295	105.5114
4.1450	79.3664
0.9097	157.5665
1.5881	124.0223
1.4462	102.1420
0.1056	154.2441
6.9413	140.8427
0.8922	164.1335
0.9825	141.4195
0.9160	155.6298
0.9160	155.6298
4.1399	144.8626
1.1733	119.4650
0.9179	155.0915
9.3298	54.0929
0.9659	144.3170
0.9312	151.6231
0.9964	139.1776
0.9172	155.2936
1.0386	133.2687
96.1990	17.2937
0.8585	159.9208
8.8104	29.9205
6.9211	125.7827
1.9819	27.0021
1.7837	118.5027
8.1332	38.2953
2.5639	80.7213
2229.6028	2.2081
1.6833	146.1335
109.9544	125.5654
0.8928	163.8735
0.9229	153.7413
4.1233	172.6824
0.1990	93.4560
1.2571	113.1069
0.9087	157.8670
4.8650	121.8461
0.9146	156.0424
0.9110	157.1594
19.1962	148.4143
0.2319	68.7879
0.8953	162.7797
8.2456	127.8503
2466.2337	59.6217
120.6957	9.7502
0.1241	142.1245
0.9427	148.9741
37.4806	25.0734
1.2757	111.8478
0.9101	157.4104
1.0067	137.6269
0.9410	149.3420
37.1250	158.0436
0.0953	55.4086
113578.7783	0.2012
0.7898	159.2210
1.0664	129.9069
0.9186	154.8883
0.9249	153.2135
18.1587	40.9132
3438.5803	8.4530
20.4265	159.5028
0.9733	142.9942
0.9321	151.4004
0.4904	147.6457
7.6221	142.6397
0.0108	133.6346
2.6698	147.7903
11.3401	129.1071
0.1238	150.6483
0.8111	33.5660
10337.1774	5.7546
54.8243	49.1356
0.9325	151.3067
1.0820	56.9146
1.8155	137.4506
0.1750	163.1538
14.1255	168.6653
4.6910	159.8814
1.0180	136.0133
0.3386	159.7327
0.3947	113.2867
96.4986	155.6394
183.4406	171.9791
0.9604	145.3460
0.1717	140.2101
6.5155	140.2062
0.9314	151.5713
1.0927	127.0137
9.8134	37.0272
2455.4805	68.8289
3.3433	67.8305
0.9187	154.8808
733.3582	19.8542
2.5213	107.1703
0.9135	156.3943
5.2196	22.5034
0.9575	145.9118
0.8839	168.6226
1.0292	134.4882
0.9333	151.1073
8.6824	48.8968
1.0023	150.9345
26.9711	171.1898
0.9332	151.1455
0.0549	123.2124
1.6303	94.2273
33.4888	144.4703
0.9259	152.9502
1.0021	138.3175
0.9315	151.5388
1.0190	135.8799
27867.2211	0.9663
0.1400	101.5179
2.4285	108.5996
11.7104	51.0262
0.8869	166.8482
0.9360	150.4699
101.6007	11.6696
0.8915	164.4754
0.8980	161.6886
0.9651	144.4618
43.1661	83.7798
0.8916	164.4135
4.4767	161.2717
0.7576	132.9567
2.3761	27.4828
1.0146	136.4940
1.0146	136.4940
23.9337	141.5615
1.1461	121.8219
0.0580	122.9758
1.0359	133.6092
0.2864	49.3631
0.9101	157.4299
34.2299	141.4935
1.1967	117.5620
1.0128	136.7430
1.1014	126.1058
0.0907	145.1939
0.4738	78.8678
0.9624	144.9679
1.0664	129.9057
2.8280	69.5079
1.1153	124.7103
0.8882	166.1247
3.0695	51.0366
4.1575	54.6189
4.1575	54.6189
0.9663	144.2508
0.8960	162.4957
1139745.0023	0.3463
11.0505	125.8103
0.1888	163.1910
0.9196	154.6170
0.9525	146.8964
1.0716	129.3143
9.7073	129.3712
1.9580	83.9146
1.6807	92.3760
38.6230	46.1815
0.9618	145.0860
1.3348	108.1458
1.2138	116.2420
24.4792	131.0292
2.6524	156.8725
0.9054	158.9587
0.9814	141.6027
64048450429.7306	0.0002
3.6175	24.1635
1.6996	147.1217
2.3809	77.5384
559.0150	160.3109
1.0327	134.0351
18.9994	148.4326
0.0392	140.0813
0.0362	152.1303
18.8128	11.2042
2.1567	126.3366
0.8896	165.3774
15.6941	171.8191
0.8947	163.0333
0.9466	148.1363
0.8982	161.5916
43.9171	68.0289
0.9213	154.1490
0.0863	122.3193
225.5085	7.1169
0.9439	148.7019
0.9498	147.4658
0.9241	153.4165
0.9217	154.0553
2.0175	82.3922
21.4869	144.2834
55.4743	150.7934
22.5316	16.2074
3.2403	19.4111
38.7533	3.0531
1.3392	58.6581
0.9980	152.1431
7.8830	156.8202
0.8900	165.2067
0.5891	115.1296
0.4885	134.0353
12.2423	31.0108
1195.3596	5.8404
1814.0621	22.4117
8.1906	154.6422
8.1906	154.6422
0.9046	159.2254
2.2118	164.5201
1.8498	86.9200
1.0799	128.3846
1.0799	128.3846
1.4603	101.4585
0.2346	162.4556
1.0595	130.6994
5.0644	58.3545
0.8897	165.3540
0.9178	155.1349
0.2004	127.1027
0.6783	150.8748
0.9814	141.5906
1.6300	94.2388
0.9066	158.5620
1.0128	136.7474
0.9173	155.2764
1.0087	137.3362
1.4800	81.6349
1.0330	133.9900
0.9043	159.3574
4.6761	51.2659
0.9597	145.4913
0.9432	148.8639
1.2248	115.4136
2.1435	69.9390
1.9899	83.0874
0.9209	154.2668
177.6099	10.6589
0.8916	164.4455
0.5255	165.4853
0.8994	161.1314
1.0451	109.7043
0.9718	143.2561
7.7729	43.5251
2.7845	161.3048
1.6711	52.3497
0.8947	163.0444
0.0385	124.5955
4.2361	166.8414
0.9056	158.9105
3.2103	72.9515
3.2039	159.8498
1.2610	112.8368
2465.9766	13.6790
0.0794	100.1327
0.9013	160.4130
1.9967	82.9148
0.9368	150.2821
1.0617	130.4429
0.9184	154.9610
0.9634	144.7737
0.9319	151.4501
0.0843	155.4900
1.2111	116.4486
0.9170	155.3689
14.1418	88.8334
0.9903	140.1414
3.6334	27.2963
0.2027	119.0086
0.9770	142.3506
3.2409	75.5054
1.0408	132.9866
1.0434	132.6555
0.2900	120.9788
250823.3573	4.5096
0.2555	60.8957
1.5501	97.4240
0.8781	173.4664
0.8781	173.4664
0.9229	153.7342
0.8930	163.8020
1.0256	134.9738
43.5329	9.4173
0.8951	162.8604
0.3527	145.3173
0.9292	152.1118
0.9277	152.4742
0.9801	141.8200
196.6499	16.7562
0.9713	143.3454
0.9776	142.2435
892.0933	3.5423
1.6474	93.5873
51.0571	9.4898
1.0864	127.6747
0.9973	139.0356
0.0548	143.5432
0.8929	163.8195
0.9179	155.0895
1.0340	133.8548
0.2796	132.1372
0.9111	157.1075
2.6515	71.5638
0.4820	147.4106
0.1315	152.5238
0.9625	144.9541
0.5882	117.5853
0.3464	148.0949
0.9687	143.7976
0.0481	146.0944
0.0481	146.0944
59218.4651	10.2251
0.9079	158.1186
12.9419	123.8346
3.6968	58.2285
1.7831	36.2148
2.5215	72.1920
0.9067	158.5355
24.3702	15.3312
1.0746	128.9753
0.8627	152.6167
1.5366	98.0001
0.0335	150.6894
0.1048	141.3988
1.7021	30.3947
0.0610	139.7047
0.9761	142.4967
6.2896	43.8018
107.7414	35.9500
3.0211	168.1388
1.5465	97.5781
0.9276	152.5153
0.9074	158.2900
4.4108	52.9016
0.8526	52.3670
0.9153	155.8514
20.2738	157.9220
6.8016	161.5978
1.0346	133.7763
0.9107	157.2336
0.9650	144.4810
38.7940	32.2267
0.0707	142.9387
1.3770	70.9921
0.0718	129.5247
0.9563	146.1372
0.1364	152.0093
10.3698	123.8405
31.5339	141.0539
4.0931	55.0832
25.5860	51.5089
0.9187	154.8607
1.6291	78.1558
168.4402	14.3210
1.0078	137.4756
11551.1660	3.6523
0.1716	146.7983
0.9788	142.0418
10.3788	155.3290
1133.5144	7.8835
1.8612	79.6274
0.9398	149.6151
1.2440	114.0263
2.7379	63.6908
0.9601	145.4064
0.5114	110.7086
110.4862	51.3200
3.0632	60.8063
0.8989	161.3195
0.8866	167.0044
19.8361	21.4978
1.2101	116.5223
0.4569	52.9367
1.0352	133.7022
46.7384	110.5636
4.4774	43.8953
1.9518	164.2779
0.9590	145.6122
0.0648	138.0958
0.9049	159.1319
0.9376	150.1195
0.8889	165.7711
544.9595	2.9677
0.0754	137.8104
0.9493	147.5629
1.9111	85.1757
0.7888	68.1333
44.8511	60.9853
0.8908	164.8180
0.8978	161.7731
0.9106	157.2799
5.9366	25.3521
0.9705	143.4795
0.9544	104.5367
1.0314	134.1950
1.0600	130.6471
0.8993	161.1863
829.9432	4.9673
3.9233	60.4533
0.9981	138.9189
0.1920	116.0673
116.1708	160.0844
0.8879	166.2977
0.0884	130.7541
0.9663	144.2427
3.5182	145.9185
0.9219	153.9920
9.1274	36.0726
15911.1230	0.7892
1.0523	131.5638
3.9880	138.2674
0.9550	146.4108
1.6869	92.1566
26966.8040	1.9063
0.9888	140.3756
1.0947	126.8024
1.8478	76.4203
9.8388	51.9165
0.3953	156.6702
8.3280	37.8274
4.0624	63.3978
0.9072	158.3605
0.2578	166.8987
0.9386	149.8724
4507.7292	107.2813
0.9248	153.2389
0.9642	144.6420
0.0699	155.6604
0.8857	167.5040
0.0467	105.9650
0.9420	149.1254
158.7175	155.5987
0.1877	159.5885
1.1072	125.5162
1.6395	93.8814
1.2993	110.3203
25.0052	163.9105
52.5434	36.6249
1.0632	169.0967
0.9166	155.4665
15.2298	25.4566
1040.6195	41.6092
244.2904	3.8883
1.3986	104.5727
13.0849	165.6492
12.3447	49.6909
1.6790	94.8472
1.1009	149.1049
2972.6650	165.5904
0.0948	116.4859
0.9415	149.2200
0.9978	138.9658
0.8893	165.5262
0.9189	154.8143
0.8925	164.0049
0.8802	171.4181
2.6084	120.2031
13.3093	40.0222
0.9124	156.7129
207.9890	132.6771
4.6847	67.8559
0.7408	153.7008
1.6312	94.1927
1196.3132	4.2059
0.4681	158.8270
0.5617	119.6056
0.1327	118.9409
1.1506	121.4212
0.8899	165.2375
169.3570	137.2898
1.3968	61.6174
0.9825	128.8536
3.1616	166.7403
94.0058	5.9204
94.0058	5.9204
1.0353	133.6949
0.9559	168.4413
42.8686	5.7178
2.9599	158.3716
99.6729	12.4224
0.0528	134.9592
11.9430	126.7547
1.1000	126.2512
0.9369	150.2576
0.9118	156.8852
31.0864	132.3356
1.5500	97.4294
0.9069	158.4525
317.8313	17.2733
0.2974	140.9348
0.9170	155.3661
0.8221	149.9542
1.1022	126.0304
0.9321	151.4007
0.9504	147.3247
1.3086	109.7363
1.8455	87.0458
0.0341	127.7813
36889.1191	2.2943
0.5293	79.0340
0.3806	98.8279
89.1353	21.5898
1.0738	129.0575
40.8767	16.8167
33.5988	139.6127
16.2489	22.4983
0.9203	154.4189
0.9146	156.0604
0.9026	159.9292
0.8865	167.0751
0.9404	149.4818
0.9626	144.9337
28.2314	145.1145
1.4409	102.4063
1.3231	108.8446
2477.5532	5.1517
108380.9216	0.4611
0.0788	136.2773
1.0165	136.2291
1.0553	131.1993
0.0367	156.9404
1.0071	137.5690
4.0540	66.5386
634.9335	160.0192
1.3405	134.8739
0.8969	162.1026
51.0587	15.0333
0.8895	165.4407
26837.4280	1.0085
0.8366	142.0829
0.5805	102.9941
0.8910	164.7321
2.4924	134.9578
0.9281	152.3845
2.8335	154.1754
0.8185	133.7498
1.3777	107.8226
1066.6743	23.9084
0.1182	126.5206
2733.6720	1.9856
0.9162	155.5843
1.0561	131.1126
403.9692	35.4397
0.9006	160.6825
161.3750	127.3422
0.4864	128.2550
1.0000	138.6360
13560.2826	2.5489
0.2606	150.7571
1567.0140	11.2624
1.2976	118.2476
0.0750	102.7101
0.0391	122.1812
0.9478	147.8828
4.2647	121.7124
1.3520	79.5992
0.9035	159.6157
0.4386	83.2820
149.2457	98.9510
1.8052	159.7318
0.0394	124.6125
0.9867	140.7273
0.8419	141.3909
0.7000	28.6400
0.9115	157.0010
0.4654	122.4093
11629.2718	5.3124
308.8815	21.9258
0.6082	153.5363
0.9325	151.2937
1.0447	132.4960
0.0636	150.8805
0.5068	132.6951
0.0357	116.4655
0.9174	155.2542
0.9346	150.8000
50.9846	150.0189
9.9259	34.5429
2.8891	55.6782
0.9559	146.2177
0.9836	141.2213
5.7588	164.9675
5.2773	48.0599
0.8926	163.9668
2.9111	30.3031
0.9458	148.3010
0.9783	142.1167
1.1628	120.3567
67788737.7149	0.4824
5.9986	158.7486
418.5957	163.2036
1.4259	103.1544
1.1230	123.9706
0.9073	158.3445
4.3542	53.2714
1.0009	138.4941
5.6335	46.4232
0.9401	149.5508
0.9908	140.0679
1.9193	84.9523
0.8802	165.0246
0.8916	164.4094
0.9015	160.3580
161.5029	14.2935
28830.2241	12.9081
4133.6761	1.1223
0.2538	148.1082
0.8878	166.3596
0.9324	151.3381
1.3524	107.1145
0.9414	149.2497
2.8200	76.3302
0.0360	131.1963
0.9135	156.3899
56.0364	142.7010
0.9417	149.1851
2.8554	105.0516
0.9749	142.6976
110.1603	7.5844
27.4469	136.5427
116.8065	150.4996
106.7382	44.1039
1.0786	128.5239
0.9006	160.6705
1.3942	104.8064
0.9107	157.2352
1.9853	12.9796
26.8414	36.7575
0.6317	87.7997
0.0376	154.8602
0.0974	152.8792
0.9586	145.7041
2.3536	75.1499
103.9933	155.7164
22.8152	78.2744
0.9001	160.8806
1.0387	119.0437
0.9305	151.7882
0.9408	149.3927
39.4650	17.1174
17.2046	163.2908
6.3320	102.0243
0.0786	155.6793
1.0418	79.0795
0.9404	149.4792
1.0110	145.2824
0.6632	142.6061
1.1493	121.5397
1.7865	88.8421
7.1270	49.0314
0.0591	137.5695
2.5826	53.3004
1.0225	135.3996
5.0349	149.8792
1.0608	130.5570
0.8144	139.7527
0.9747	142.7327
2.0135	82.4923
1.2111	116.4481
0.6418	109.9286
1.0937	126.9059
524.9726	146.7935
0.8830	138.1765
2.6620	73.1429
49.0220	154.4624
0.9427	148.9731
94.4376	87.2912
0.8895	165.4486
2566.2238	10.7806
108.2852	157.8016
18.2345	118.6101
1.0898	127.3156
3.0980	51.5652
1.4494	150.4909
2.8701	58.9641
0.9573	145.9538
0.1592	133.5795
2.2266	77.6504
1.0723	129.2275
8.3945	37.6714
2.0362	81.9305
1.5178	131.7820
2.1361	69.9815
0.8895	165.4303
0.4978	103.1169
9285.1954	6.0360
1.4383	102.5321
0.2400	143.8475
0.9425	149.0215
0.9824	141.4208
0.9105	157.2938
23.1698	169.3831
0.9645	144.5761
0.9070	158.4234
0.9002	160.8407
3.3808	58.0946
0.9474	147.9567
1.9677	83.6601
0.1117	143.0840
20.0753	10.2511
0.3910	115.9187
15.0609	164.2227
1.5318	98.2060
2.8457	67.3614
0.9085	157.9277
0.9758	142.5535
0.3203	163.2444
1742.0211	144.9151
0.9542	146.5548
0.0824	138.4270
0.9038	159.5082
0.9283	152.3390
0.7147	155.3366
41.1097	125.8823
100.6175	13.2738
2.0374	81.9019
1.4149	22.5455
0.9420	149.1138
1.3105	109.6137
1.0576	130.9255
0.0378	154.2454
0.4084	139.6562
1.2938	110.6701
1.1999	117.3151
8.0611	161.6769
0.9354	150.6287
1.0030	138.1775
0.6422	153.8017
9.8414	168.4996
0.9088	157.8552
1.0165	133.2594
0.9548	146.4362
1.0583	130.8466
0.0584	137.2886
0.9270	152.6500
0.9270	152.6500
0.9576	145.8974
0.9764	142.4407
0.9888	140.3770
0.9041	159.4200
52.2440	16.8459
52.2440	16.8459
1.0752	128.9099
0.9128	156.5816
1.7910	88.7007
1.4993	99.6427
0.0449	106.0092
3.0808	58.8723
0.8909	164.7632
42.5935	125.8600
0.9591	145.5978
0.0516	121.4087
0.1042	146.0405
0.9830	165.2368
0.8917	164.3782
0.9274	152.5730
2.6163	66.6050
0.4618	34.9354
0.5256	157.8918
7.1350	42.1777
0.8844	168.2909
0.8939	163.3682
1.0328	134.0113
3.9616	61.3231
17.9472	34.0295
0.1573	152.4297
1.5409	97.8141
13.8067	97.8164
0.9112	157.0839
0.8965	162.2638
0.9229	153.7213
0.9694	143.6868
0.9018	160.2305
0.9721	143.1993
0.9078	158.1624
18.3866	56.7182
1.2779	85.7051
1.7714	89.3219
0.9424	149.0406
44.7557	144.7576
0.9291	152.1279
2.4873	74.0919
5.9537	45.0868
10.8962	32.9226
0.0488	144.7898
0.8954	162.7330
0.6355	52.1436
0.1419	148.4230
0.8958	162.5712
1.1590	120.6845
8.2897	24.7552
0.4029	109.9345
14185.3206	11.0976
0.0254	164.4737
62.0253	121.8987
0.9883	140.4626
0.9883	140.4626
0.8792	172.2778
1.0915	127.1365
1.0207	135.6341
0.9204	154.3900
20.2838	24.2711
1.0356	133.6539
0.9352	150.6560
0.1770	148.8964
1.3826	105.4321
0.9020	160.1633
0.8990	161.2905
0.8876	166.4585
0.5662	149.6821
0.3416	138.3904
67.4385	70.5078
0.3246	151.9497
0.9028	159.8755
0.1116	152.0672
139.5260	4.3247
0.9452	148.4283
0.9947	139.4385
0.9493	147.5628
3.4618	45.1804
0.2066	143.7375
0.9122	156.7751
0.0913	149.3932
2.0915	61.6259
1.2133	135.1564
0.2838	134.7923
4.8640	121.1196
0.6364	112.1459
0.9012	160.4592
0.9052	159.0192
20.0261	150.8431
0.1201	158.7487
0.9519	147.0251
0.0732	124.9914
173.7137	8.1172
0.8816	170.2801
0.1566	149.9236
3.1610	69.2394
4077.0951	7.1378
27.2075	35.2951
1.2043	116.9670
0.9865	140.7572
2.0961	80.5067
9.3276	35.6700
27.8245	50.6524
10369.0003	29.4759
1.9422	60.8343
1.4553	101.7018
4.1858	79.2679
5.2375	91.0386
0.9168	155.4013
0.9155	155.7865
2133.8106	103.3200
0.9655	144.3901
0.4007	59.5836
0.2996	155.9020
6.4376	111.2460
2.8287	55.0145
0.9673	144.0687
0.0296	112.1122
0.9325	151.3046
5.6971	145.6223
253.7520	9.5159
0.9548	146.4336
0.5010	56.5743
1.2017	128.9630
0.9415	149.2399
2.3819	74.6249
1.4911	28.5112
0.8843	168.3841
4.7977	138.5591
0.9408	149.3844
747.4564	160.4618
0.2340	129.4835
43.6938	46.7812
0.8981	161.6196
4142.5171	19.5380
0.9214	154.1437
1.2490	113.6729
0.4827	133.1635
670.7258	59.6770
1.5156	98.9133
0.9222	153.9194
58.9295	115.6512
20.7623	75.6264
1.2690	112.2966
1.3511	107.1900
2102.4447	137.6681
0.0100	131.3491
0.9508	147.2432
0.9563	146.1519
1.1855	118.4603
5.3237	42.1898
1.1662	120.0658
3.8268	42.5821
0.0373	103.2373
1.5344	98.0917
195.3158	160.4823
16.4623	123.3584
0.0378	158.4877
0.0493	122.9097
49.9893	24.0047
0.0514	125.5525
1.9878	83.1412
2.5248	68.9130
1.2606	112.8649
1.9837	75.8582
0.3256	152.6422
0.8116	142.7702
0.8912	164.6152
0.1103	96.1808
0.8945	163.1151
7.7368	150.8289
0.2018	140.8703
1.1455	59.5407
0.9589	145.6408
1.1374	122.6114
1.1873	118.3184
0.0814	146.9617
1.5344	113.5942
1.6785	92.4568
0.2397	115.7430
2.3838	76.9132
3.1044	51.4126
0.1883	141.5731
12.2386	141.7403
12.2386	141.7403
0.8986	161.4333
0.8910	164.6947
0.3014	163.2664
6.7788	156.6075
0.9456	148.3394
0.9300	151.9233
0.9479	147.8582
0.9069	158.4772
1.0254	134.9963
0.2795	164.0215
0.2007	122.0758
0.9003	160.7886
0.9179	155.0937
3.1555	67.5682
3.0221	60.9526
0.9106	157.2740
1.2884	111.0172
0.9429	164.6759
0.8887	165.8518
0.9077	158.1825
0.1900	158.6561
1.0267	134.8232
417.6638	5.2124
0.3249	90.8354
614932.8164	0.1014
1.3327	147.4904
5.1324	160.0051
0.0558	125.1748
1.0126	161.4113
1.0538	131.3828
0.0360	129.2530
0.9338	150.9933
8.9529	19.6300
0.9578	145.8466
0.9194	154.6921
0.2109	154.7221
12722.1923	0.8867
0.9005	160.7060
0.9340	150.9573
2.2399	159.6640
90.2800	148.3913
188.2070	59.0959
1.0992	126.3356
0.9833	141.2851
1.2375	114.4897
0.9725	143.1320
9.1376	152.2193
9.1376	152.2193
0.0981	138.4888
20.4694	24.9546
0.9245	153.3108
1.2033	117.0479
5.4527	155.3053
0.9042	159.3949
14872.5018	122.4554
2.7824	153.8838
1.2228	115.5665
4.8697	80.2432
2.0843	73.3997
1.3781	105.6736
1.7925	129.5794
0.8867	166.9317
0.9948	139.4249
1.0029	138.1872
0.9410	149.3394
0.9539	146.6244
0.3497	150.1178
0.8834	168.9548
0.9073	158.3146
26.7182	48.1577
400.4894	110.3611
0.0764	151.4985
5.7076	46.1035
3.0009	53.4712
0.9143	156.1271
1.9910	22.8660
1.2362	157.2342
0.9073	158.3313
6.0638	13.8218
0.8928	163.8849
6.6140	171.3665
26.1674	106.6278
1.2341	114.7360
0.9298	151.9570
2.7606	38.2206
968.6197	4.9319
0.9379	150.0436
0.9020	160.1579
3.4941	59.3068
0.9807	141.7194
51.5511	135.3349
0.9530	146.8004
15.3234	167.3511
33.8710	133.1165
0.3848	82.4166
1.5274	98.3955
2.9789	109.1100
2195.7789	4.5287
10.7611	17.8287
0.8855	167.6654
0.2664	137.8209
0.9191	154.7685
16.1067	147.3041
1.0015	138.4035
2430.9748	8.7459
0.1251	148.7443
1.9499	84.1276
0.1620	156.2269
28.4659	142.1870
1.8043	88.2882
0.0382	143.8852
181.3275	7.9436
0.0092	145.2548
128.9215	136.0830
0.9804	141.7554
0.3001	131.0611
37.9619	25.6091
0.9558	146.2369
336.2106	4.6322
0.3002	110.2864
0.5327	131.5197
0.1581	43.1843
0.6333	64.0958
0.4780	140.4781
0.4474	157.4571
0.6697	155.7998
97.2854	10.8676
0.1428	159.6284
0.9385	149.9107
50.3126	104.3474
0.8814	170.3746
0.9078	158.1629
0.9207	154.3276
383.8618	41.9934
8.4216	83.4330
55.6789	53.1216
0.9145	156.0938
1.0453	132.4191
1.3021	110.1410
0.9734	142.9693
0.9338	150.9972
514.8784	155.0032
0.9510	147.2055
2.3134	71.7754
0.9512	147.1664
0.1973	130.5881
0.9364	150.3843
0.9305	151.7908
2234.0391	2.2881
1414.7421	148.8657
0.9230	153.7049
0.9152	155.8900
1.7958	63.4481
0.2296	161.2347
0.9078	158.1600
1.0860	127.7232
1.7791	89.0778
4.8900	10.6750
0.9499	147.4349
0.8978	161.7505
0.0774	152.1395
3.8693	141.0799
2.3324	80.2361
0.9723	143.1569
0.1004	161.2733
1.0755	82.5458
1.2342	114.7250
80438.4190	0.3439
1.8114	150.9187
21.2830	161.0519
0.9907	140.0718
16.7707	69.3510
1.8461	87.0288
3008838.2158	5.8750
0.0181	153.5776
1.2347	114.6931
0.2531	160.7017
2.0841	31.3355
3042.8344	1.8775
0.8939	163.3880
1.0201	135.7290
3.7231	15.9072
0.8923	164.1188
0.9906	140.0916
1.7404	90.3293
0.2070	96.1729
58.5566	18.1981
0.2178	153.5939
2.6786	69.7238
0.9023	160.0704
0.7655	161.1360
3922.4856	175.8332
2914.4786	2.0426
38.2843	47.8588
2.1583	43.6181
1.0338	133.8884
2.4328	73.7092
2.9987	49.0359
0.9426	148.9962
0.9916	80.7595
348.8822	15.0950
1.0889	127.4149
1.1321	123.1090
0.9325	151.2990
0.8988	161.3761
1.4355	102.6714
1.0146	136.4978
3.2491	62.9307
130705.9583	2.7483
0.9352	51.6466
0.9168	155.4183
3.6981	146.7065
0.9584	145.7295
1.8920	85.7087
0.8965	162.2994
1.3310	108.3719
0.3148	44.1963
1.1977	117.4822
2.8766	76.5501
0.8946	163.0896
0.9455	148.3643
0.0416	122.6339
0.0710	90.9244
56022.8173	0.5284
1003.8440	3.4958
0.8940	163.3584
282.5428	6.0186
0.8943	163.2007
423.1609	6.4825
0.1971	161.7961
1.8740	132.5368
1.1944	48.7818
6.5110	58.5783
1.3387	170.4776
0.8900	165.1838
3.3575	49.9544
124.4820	124.0913
0.8868	166.8723
0.9711	143.3714
1.1353	122.8131
0.1268	139.3281
0.9024	160.0246
1.2160	116.0760
0.4449	144.8036
37.8921	156.9038
0.9044	159.3214
1.0960	126.6615
0.8889	165.7337
0.9834	141.2674
1.0595	130.7055
69.3064	50.6763
0.9058	158.8154
